,cusip,Date,Sustainalytics_ESG_Score,Refinitiv_ESG_Score,MSCI_KLD_Score,Company_Name,Stock_Return,Year-Month,Market_Value
0,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.081824,2016-01,13512136.0
1,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,0.01752,2016-02,13752847.04
2,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,0.157572,2016-03,15842996.38
3,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,0.025656,2016-04,16267767.6
4,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.055881,2016-05,15358713.92
5,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,0.107955,2016-06,16939758.0
6,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.01708,2016-07,16471582.8
7,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.0463,2016-08,15708941.13
8,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.066386,2016-09,14589907.59
9,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.053664,2016-10,13811738.71
10,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.035843,2016-11,13316681.07
11,58283910,2016,3384.0,0.762318,1.0,Mead Johnson Nutrition Company,-0.012727,2016-12,13070999.48
12,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.061901,2016-01,222309900.0
13,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.024681,2016-02,227287172.55
14,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.060081,2016-03,240942856.53
15,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.003319,2016-04,238975920.0
16,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.008501,2016-05,241025487.3
17,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.103704,2016-06,266020723.02
18,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.01296,2016-07,266320080.0
19,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,-0.055671,2016-08,251493760.0
20,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,-0.006605,2016-09,249832720.0
21,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,-0.082246,2016-10,226157768.98
22,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.050014,2016-11,237226830.0
23,00206R10,2016,4162.0,0.936299,2.0,AT&T Inc.,0.100958,2016-12,261176730.0
24,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,0.002822,2017-01,258820240.0
25,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.008776,2017-02,256656210.3
26,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.005743,2017-03,255182233.5
27,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.034416,2017-04,243605610.0
28,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.027757,2017-05,236882440.0
29,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.020763,2017-06,231964040.0
30,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,0.046647,2017-07,239460000.0
31,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.039487,2017-08,230004400.0
32,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,0.045649,2017-09,240503800.0
33,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,-0.128415,2017-10,206577350.0
34,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,0.081129,2017-11,223336820.0
35,00206R10,2017,4133.0,0.929871,2.0,AT&T Inc.,0.068719,2017-12,238684320.0
36,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.02392,2018-01,229905550.0
37,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.030708,2018-02,222845700.0
38,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.017906,2018-03,231554985.15
39,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.068724,2018-04,201039600.0
40,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.011621,2018-05,198477120.0
41,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.006497,2018-06,235247493.0
42,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,0.011211,2018-07,232134170.0
43,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.000938,2018-08,231948280.0
44,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,0.051346,2018-09,243857960.0
45,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.071471,2018-10,223043600.0
46,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,0.018253,2018-11,227364720.0
47,00206R10,2018,3953.0,0.946632,3.0,AT&T Inc.,-0.086428,2018-12,207714120.0
48,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.071128,2019-01,218896920.0
49,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.035263,2019-02,226696440.8
50,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.007712,2019-03,228444742.4
51,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.003508,2019-04,225915120.0
52,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,-0.012274,2019-05,223172840.0
53,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.095814,2019-06,244555980.0
54,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.031334,2019-07,248735250.0
55,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.035536,2019-08,257644820.0
56,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.073171,2019-09,276496880.0
57,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.030655,2019-10,281092470.0
58,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,-0.028839,2019-11,273060900.0
59,00206R10,2019,3848.0,0.73223,1.0,AT&T Inc.,0.045479,2019-12,285479400.0
60,03852U10,2016,2738.0,0.288719,2.0,Aramark,-0.009302,2016-01,7713273.15
61,03852U10,2016,2738.0,0.288719,2.0,Aramark,-0.013615,2016-02,7600749.36
62,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.054106,2016-03,8011992.96
63,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.011775,2016-04,8106337.08
64,03852U10,2016,2738.0,0.288719,2.0,Aramark,-0.00373,2016-05,8083644.25
65,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.003905,2016-06,8115211.5
66,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.072711,2016-07,8705276.25
67,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.06067,2016-08,9251506.3
68,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.002636,2016-09,9275897.3
69,03852U10,2016,2738.0,0.288719,2.0,Aramark,-0.021036,2016-10,9080769.3
70,03852U10,2016,2738.0,0.288719,2.0,Aramark,-0.072979,2016-11,8422019.55
71,03852U10,2016,2738.0,0.288719,2.0,Aramark,0.03807,2016-12,8781690.56
72,03852U10,2017,2618.0,0.464979,2.0,Aramark,-0.052632,2017-01,8319496.32
73,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.05919,2017-02,8802940.7
74,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.031617,2017-03,9081265.35
75,03852U10,2017,2618.0,0.464979,2.0,Aramark,-0.009493,2017-04,8995058.6
76,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.023083,2017-05,9095687.64
77,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.099839,2017-06,10003791.72
78,03852U10,2017,2618.0,0.464979,2.0,Aramark,-0.02733,2017-07,9730384.04
79,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.023407,2017-08,9973322.45
80,03852U10,2017,2618.0,0.464979,2.0,Aramark,-0.001966,2017-09,9953714.05
81,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.075843,2017-10,10708637.45
82,03852U10,2017,2618.0,0.464979,2.0,Aramark,-0.022545,2017-11,10438661.4
83,03852U10,2017,2618.0,0.464979,2.0,Aramark,0.003286,2017-12,10496345.64
84,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.07183,2018-01,11250294.66
85,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.087208,2018-02,10253611.01
86,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.051546,2018-03,9725074.36
87,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.054853,2018-04,9191621.09
88,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.041054,2018-05,9557988.66
89,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.044307,2018-06,9134502.3
90,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.083828,2018-07,9900224.73
91,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.024248,2018-08,10125234.08
92,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.047225,2018-09,10603397.52
93,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.16504,2018-10,8853417.92
94,03852U10,2018,2563.0,0.699775,1.0,Aramark,0.062639,2018-11,9390619.92
95,03852U10,2018,2563.0,0.699775,1.0,Aramark,-0.238833,2018-12,7166743.45
96,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.137384,2019-01,8151335.75
97,03852U10,2019,2787.0,0.787544,4.0,Aramark,-0.077087,2019-02,7462799.1
98,03852U10,2019,2787.0,0.787544,4.0,Aramark,-0.024752,2019-03,7278076.35
99,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.051777,2019-04,7654910.76
100,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.122909,2019-05,8573299.7
101,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.036505,2019-06,8886265.8
102,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.003605,2019-07,8918301.7
103,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.132081,2019-08,10088701.74
104,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.066569,2019-09,10760294.22
105,03852U10,2019,2787.0,0.787544,4.0,Aramark,0.00413,2019-10,10804737.84
106,03852U10,2019,2787.0,0.787544,4.0,Aramark,-0.000228,2019-11,10885168.84
107,03852U10,2019,2787.0,0.787544,4.0,Aramark,-0.005499,2019-12,10825305.4
108,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",-0.00494,2017-01,8519220.0
109,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.016548,2017-02,8660200.0
110,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",-0.043605,2017-03,8296105.13
111,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",-0.020061,2017-04,8176870.0
112,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.001241,2017-05,8187015.0
113,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",-0.240892,2017-06,6207475.8
114,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.060725,2017-07,6143859.0
115,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.024931,2017-08,6297030.0
116,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.083183,2017-09,6732321.22
117,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",-0.018852,2017-10,6593157.0
118,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.044928,2017-11,6889374.0
119,40416M10,2017,2155.0,0.250584,1.0,"HD Supply Holdings, Inc.",0.082477,2017-12,7432690.34
120,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",-0.028479,2018-01,7221873.0
121,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",-0.067884,2018-02,6731625.0
122,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.046621,2018-03,7039008.2
123,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.020295,2018-04,7130382.0
124,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.052183,2018-05,7502466.0
125,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.053032,2018-06,7879579.24
126,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.025414,2018-07,8083524.0
127,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.036608,2018-08,8378393.43
128,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",-0.061417,2018-09,7863817.83
129,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",-0.121991,2018-10,6815198.0
130,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",0.062018,2018-11,7106668.8
131,40416M10,2018,2099.0,0.620187,0.0,"HD Supply Holdings, Inc.",-0.059649,2018-12,6682762.24
132,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.014356,2016-01,19352161.62
133,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.024778,2016-02,18920532.0
134,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",0.09133,2016-03,20564100.96
135,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",0.03933,2016-04,21434876.4
136,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",0.128723,2016-05,24245738.58
137,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.004443,2016-06,24053130.72
138,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",0.079397,2016-07,25962886.62
139,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.002515,2016-08,26006357.25
140,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.025715,2016-09,25252359.75
141,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.040374,2016-10,24232824.0
142,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",0.044237,2016-11,25335919.32
143,31620M10,2016,2459.0,0.41975,3.0,"Fidelity National Information Services, Inc.",-0.016712,2016-12,24827165.92
144,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.049974,2017-01,26067867.76
145,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.035885,2017-02,27048812.87
146,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",-0.028686,2017-03,26177543.22
147,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.057398,2017-04,27758705.85
148,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.019955,2017-05,28387076.34
149,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",-0.002096,2017-06,28231702.8
150,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.06815,2017-07,30322713.86
151,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.018636,2017-08,30887815.96
152,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.008179,2017-09,31044050.07
153,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",-0.006746,2017-10,30834629.88
154,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.016925,2017-11,31493862.77
155,31620M10,2017,2489.0,0.628182,3.0,"Fidelity National Information Services, Inc.",0.00053,2017-12,31413734.21
156,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.087895,2018-01,34174830.84
157,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.050606,2018-02,32183975.22
158,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.005762,2018-03,31892537.7
159,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.013811,2018-04,31420254.68
160,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.07634,2018-05,33836251.08
161,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.040403,2018-06,35097414.42
162,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.027351,2018-07,33911309.73
163,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.04887,2018-08,35568567.57
164,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.011279,2018-09,35864506.47
165,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.045567,2018-10,34091500.8
166,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",0.036984,2018-11,35352329.6
167,31620M10,2018,2159.0,0.656979,3.0,"Fidelity National Information Services, Inc.",-0.047059,2018-12,33583894.4
168,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.019308,2019-01,34232320.64
169,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.034631,2019-02,34923906.15
170,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.049006,2019-03,36546455.4
171,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.025022,2019-04,37518425.9
172,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.037695,2019-05,38932689.0
173,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.022693,2019-06,39728445.84
174,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.086159,2019-07,81671723.25
175,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.022289,2019-08,83563341.68
176,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",-0.022831,2019-09,81440825.44
177,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",-0.007532,2019-10,80827381.44
178,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.048497,2019-11,84906990.0
179,31620M10,2019,2259.0,0.831534,3.0,"Fidelity National Information Services, Inc.",0.009338,2019-12,85484714.0
180,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",-0.171498,2016-01,6584699.66
181,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",-0.039568,2016-02,6114983.36
182,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.013965,2016-03,6200376.52
183,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.090695,2016-04,6599689.85
184,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.012319,2016-05,6702092.74
185,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",-0.2465,2016-06,5050024.84
186,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.035137,2016-07,5227469.17
187,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.141241,2016-08,5854754.44
188,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",-0.014364,2016-09,5770657.42
189,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.060028,2016-10,6117057.05
190,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.272668,2016-11,7564957.14
191,92908910,2016,2778.0,0.415705,7.0,"Voya Financial, Inc.",0.009004,2016-12,7633074.84
192,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.025497,2017-01,7827696.84
193,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.02536,2017-02,7810652.43
194,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",-0.079311,2017-03,7191180.36
195,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",-0.015279,2017-04,7107246.3
196,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",-0.08534,2017-05,6355429.2
197,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.079286,2017-06,6711545.26
198,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.063703,2017-07,7051545.72
199,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",-0.025484,2017-08,6870045.69
200,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.043421,2017-09,7168352.67
201,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.006769,2017-10,7216872.48
202,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.100847,2017-11,7944817.4
203,92908910,2017,2743.0,0.487195,8.0,"Voya Financial, Inc.",0.119231,2017-12,8892084.09
204,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",0.049323,2018-01,9330666.77
205,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.016952,2018-02,8775644.08
206,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.010192,2018-03,8686202.0
207,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",0.036634,2018-04,8979386.1
208,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.007641,2018-05,8768251.1
209,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.09511,2018-06,7934305.0
210,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",0.074894,2018-07,8528533.8
211,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.008709,2018-08,8039789.97
212,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.007989,2018-09,7975561.57
213,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.118985,2018-10,6870320.0
214,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",0.027422,2018-11,6990444.2
215,92908910,2018,2956.0,0.670977,8.0,"Voya Financial, Inc.",-0.107008,2018-12,6242412.24
216,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.156702,2019-01,7220607.88
217,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.089382,2019-02,7379983.52
218,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",-0.012063,2019-03,7290962.56
219,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.098679,2019-04,8119822.81
220,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",-0.071962,2019-05,7340184.39
221,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.085804,2019-06,7923052.2
222,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.015732,2019-07,8047700.58
223,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",-0.119281,2019-08,6922555.2
224,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.103812,2019-09,7641198.4
225,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",-0.008817,2019-10,7573825.6
226,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.082839,2019-11,7856085.72
227,92908910,2019,3706.0,0.93257,8.0,"Voya Financial, Inc.",0.046328,2019-12,8220043.02
228,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.307217,2016-01,503559.26
229,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",0.01645,2016-02,512243.03
230,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",0.225893,2016-03,628900.74
231,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.122662,2016-04,551917.85
232,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",0.181818,2016-05,652266.55
233,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.01008,2016-06,650580.9
234,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",0.252412,2016-07,816243.99
235,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.121951,2016-08,716702.04
236,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",0.137914,2016-09,817156.6
237,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.027837,2016-10,795839.3
238,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.094714,2016-11,720462.45
239,35046510,2016,4217.0,0.110194,2.0,"Foundation Medicine, Inc.",-0.138686,2016-12,624473.7
240,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.08213,2017-01,6136731.66
241,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",0.026004,2017-02,6318697.5
242,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",0.064336,2017-03,6626012.82
243,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",0.009804,2017-04,6690973.73
244,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.026423,2017-05,6420518.0
245,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",0.006418,2017-06,6461728.0
246,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.033036,2017-07,6267061.08
247,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",0.00066,2017-08,6157112.64
248,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.030881,2017-09,5966976.24
249,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.036437,2017-10,5749559.4
250,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.019411,2017-11,5647183.92
251,55608B10,2017,1440.0,0.30094,1.0,"Macquarie Infrastructure Holdings, LLC",-0.038634,2017-12,5429008.8
252,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.033489,2018-01,5610821.4
253,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",-0.389601,2018-02,3435169.5
254,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",-0.052593,2018-03,3132365.67
255,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.026266,2018-04,3217785.8
256,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.047493,2018-05,3292750.8
257,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.090439,2018-06,3590544.8
258,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.076066,2018-07,3863664.44
259,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.057917,2018-08,4015851.84
260,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",-0.019345,2018-09,3938164.23
261,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",-0.199003,2018-10,3164398.0
262,55608B10,2018,1550.0,0.754029,2.0,"Macquarie Infrastructure Holdings, LLC",0.155616,2018-11,3571188.0
